epoch,loss,val_loss
0,0.693304717540741,0.6931673884391785
1,0.6932650804519653,0.6932181715965271
2,0.6932442784309387,0.6934676170349121
3,0.6932253837585449,0.6932657361030579
4,0.6932776570320129,0.693217396736145
5,0.6932817697525024,0.6931552886962891
6,0.6931975483894348,0.6931833028793335
7,0.6931727528572083,0.6931484937667847
8,0.6931686997413635,0.6931691765785217
9,0.6931931972503662,0.6931565999984741
10,0.6931682229042053,0.6931528449058533
11,0.693159282207489,0.6931470036506653
12,0.693164050579071,0.6931470036506653
13,0.6931608319282532,0.693150520324707
14,0.6931613087654114,0.693146824836731
15,0.6931649446487427,0.6931475400924683
16,0.6931508779525757,0.6931507587432861
17,0.6931517720222473,0.6931487321853638
18,0.6931548714637756,0.6931500434875488
19,0.6931530237197876,0.6931495666503906
20,0.693152129650116,0.6931492686271667
21,0.6931484341621399,0.6931491494178772
22,0.6931485533714294,0.6931490302085876
23,0.6931488513946533,0.6931495070457458
24,0.6931491494178772,0.6931494474411011
